FSA,Bracket,Number
M9W,"$55,000 to $59,999",1130
M9W,"$60,000 to $69,999",1830
M9W,"$70,000 to $79,999",1320
M9W,"$80,000 to $89,999",980
M9W,"$90,000 to $99,999",680
M9W,"$100,000 to $149,999",1270
M9W,"$150,000 to $249,999",260
M9W,"$250,000 and over",90
N0A,"Under $5,000",4100
N0A,"$5,000 to $9,999",1370
N0A,"$10,000 to $14,999",1990
N0A,"$15,000 to $19,999",2300
N0A,"$20,000 to $24,999",2460
N0A,"$25,000 to $29,999",1690
N0A,"$30,000 to $34,999",1610
N0A,"$35,000 to $39,999",1600
N0A,"$40,000 to $44,999",1620
N0A,"$45,000 to $49,999",1610
N0A,"$50,000 to $54,999",1250
N0A,"$55,000 to $59,999",1060
N0A,"$60,000 to $69,999",1810
N0A,"$70,000 to $79,999",1440
N0A,"$80,000 to $89,999",1130
N0A,"$90,000 to $99,999",910
N0A,"$100,000 to $149,999",1810
N0A,"$150,000 to $249,999",490
N0A,"$250,000 and over",180
N0B,"Under $5,000",3970
N0B,"$5,000 to $9,999",2860
N0B,"$10,000 to $14,999",3830
N0B,"$15,000 to $19,999",3900
N0B,"$20,000 to $24,999",4130
N0B,"$25,000 to $29,999",3250
N0B,"$30,000 to $34,999",2990
N0B,"$35,000 to $39,999",3210
N0B,"$40,000 to $44,999",3200
N0B,"$45,000 to $49,999",3360
N0B,"$50,000 to $54,999",2760
N0B,"$55,000 to $59,999",2750
N0B,"$60,000 to $69,999",4770
N0B,"$70,000 to $79,999",4020
N0B,"$80,000 to $89,999",3230
N0B,"$90,000 to $99,999",2760
N0B,"$100,000 to $149,999",6430
N0B,"$150,000 to $249,999",2720
N0B,"$250,000 and over",1430
N0C,"Under $5,000",940
N0C,"$5,000 to $9,999",640
N0C,"$10,000 to $14,999",1050
N0C,"$15,000 to $19,999",1080
N0C,"$20,000 to $24,999",1130
N0C,"$25,000 to $29,999",800
N0C,"$30,000 to $34,999",740
N0C,"$35,000 to $39,999",800
N0C,"$40,000 to $44,999",730
N0C,"$45,000 to $49,999",720
N0C,"$50,000 to $54,999",560
N0C,"$55,000 to $59,999",500
N0C,"$60,000 to $69,999",860
N0C,"$70,000 to $79,999",610
N0C,"$80,000 to $89,999",440
N0C,"$90,000 to $99,999",330
N0C,"$100,000 to $149,999",610
N0C,"$150,000 to $249,999",200
N0C,"$250,000 and over",80
N0E,"Under $5,000",2070
N0E,"$5,000 to $9,999",1350
N0E,"$10,000 to $14,999",1910
N0E,"$15,000 to $19,999",2110
N0E,"$20,000 to $24,999",2340
N0E,"$25,000 to $29,999",1660
N0E,"$30,000 to $34,999",1680
N0E,"$35,000 to $39,999",1650
N0E,"$40,000 to $44,999",1620
N0E,"$45,000 to $49,999",1600
N0E,"$50,000 to $54,999",1270
N0E,"$55,000 to $59,999",1180
N0E,"$60,000 to $69,999",1930
N0E,"$70,000 to $79,999",1550
N0E,"$80,000 to $89,999",1140
N0E,"$90,000 to $99,999",960
N0E,"$100,000 to $149,999",1830
N0E,"$150,000 to $249,999",600
N0E,"$250,000 and over",270
N0G,"Under $5,000",4130
N0G,"$5,000 to $9,999",2960
N0G,"$10,000 to $14,999",5010
N0G,"$15,000 to $19,999",5250
N0G,"$20,000 to $24,999",5740
N0G,"$25,000 to $29,999",3920
N0G,"$30,000 to $34,999",3920
N0G,"$35,000 to $39,999",4020
N0G,"$40,000 to $44,999",3940
N0G,"$45,000 to $49,999",3730
N0G,"$50,000 to $54,999",3000
N0G,"$55,000 to $59,999",2610
N0G,"$60,000 to $69,999",4330
N0G,"$70,000 to $79,999",3310
N0G,"$80,000 to $89,999",2360
N0G,"$90,000 to $99,999",1790
N0G,"$100,000 to $149,999",3410
N0G,"$150,000 to $249,999",1470
N0G,"$250,000 and over",470
N0H,"Under $5,000",2550
N0H,"$5,000 to $9,999",1800
N0H,"$10,000 to $14,999",2790
N0H,"$15,000 to $19,999",3110
N0H,"$20,000 to $24,999",3390
N0H,"$25,000 to $29,999",2430
N0H,"$30,000 to $34,999",2330
N0H,"$35,000 to $39,999",2370
N0H,"$40,000 to $44,999",2270
N0H,"$45,000 to $49,999",2410
N0H,"$50,000 to $54,999",1730
N0H,"$55,000 to $59,999",1510
N0H,"$60,000 to $69,999",2670
N0H,"$70,000 to $79,999",2110
N0H,"$80,000 to $89,999",1550
N0H,"$90,000 to $99,999",1210
N0H,"$100,000 to $149,999",2990
N0H,"$150,000 to $249,999",1790
N0H,"$250,000 and over",550
N0J,"Under $5,000",1830
N0J,"$5,000 to $9,999",1210
N0J,"$10,000 to $14,999",1800
N0J,"$15,000 to $19,999",1760
N0J,"$20,000 to $24,999",1880
N0J,"$25,000 to $29,999",1480
N0J,"$30,000 to $34,999",1410
N0J,"$35,000 to $39,999",1480
N0J,"$40,000 to $44,999",1460
N0J,"$45,000 to $49,999",1450
N0J,"$50,000 to $54,999",1250
N0J,"$55,000 to $59,999",1070
N0J,"$60,000 to $69,999",1830
N0J,"$70,000 to $79,999",1440
N0J,"$80,000 to $89,999",970
N0J,"$90,000 to $99,999",810
N0J,"$100,000 to $149,999",1440
N0J,"$150,000 to $249,999",450
N0J,"$250,000 and over",180
N0K,"Under $5,000",1210
N0K,"$5,000 to $9,999",860
N0K,"$10,000 to $14,999",1260
N0K,"$15,000 to $19,999",1350
N0K,"$20,000 to $24,999",1400
N0K,"$25,000 to $29,999",1100
N0K,"$30,000 to $34,999",1100
N0K,"$35,000 to $39,999",1150
N0K,"$40,000 to $44,999",1190
N0K,"$45,000 to $49,999",1190
N0K,"$50,000 to $54,999",980
N0K,"$55,000 to $59,999",830
N0K,"$60,000 to $69,999",1410
N0K,"$70,000 to $79,999",1090
N0K,"$80,000 to $89,999",750
N0K,"$90,000 to $99,999",570
N0K,"$100,000 to $149,999",950
N0K,"$150,000 to $249,999",290
N0K,"$250,000 and over",180
N0L,"Under $5,000",2850
N0L,"$5,000 to $9,999",1870
N0L,"$10,000 to $14,999",2640
N0L,"$15,000 to $19,999",2800
N0L,"$20,000 to $24,999",2910
N0L,"$25,000 to $29,999",2050
N0L,"$30,000 to $34,999",2080
N0L,"$35,000 to $39,999",2260
N0L,"$40,000 to $44,999",2220
N0L,"$45,000 to $49,999",2190
N0L,"$50,000 to $54,999",1810
N0L,"$55,000 to $59,999",1690
N0L,"$60,000 to $69,999",2830
N0L,"$70,000 to $79,999",2380
N0L,"$80,000 to $89,999",1720
N0L,"$90,000 to $99,999",1560
N0L,"$100,000 to $149,999",2860
N0L,"$150,000 to $249,999",970
N0L,"$250,000 and over",420
N0M,"Under $5,000",2670
N0M,"$5,000 to $9,999",2260
N0M,"$10,000 to $14,999",3690
N0M,"$15,000 to $19,999",3760
N0M,"$20,000 to $24,999",4230
N0M,"$25,000 to $29,999",3010
N0M,"$30,000 to $34,999",3040
N0M,"$35,000 to $39,999",3230
N0M,"$40,000 to $44,999",3240
N0M,"$45,000 to $49,999",3280
N0M,"$50,000 to $54,999",2630
N0M,"$55,000 to $59,999",2350
N0M,"$60,000 to $69,999",4050
N0M,"$70,000 to $79,999",3200
N0M,"$80,000 to $89,999",2310
N0M,"$90,000 to $99,999",1910
N0M,"$100,000 to $149,999",3440
N0M,"$150,000 to $249,999",1330
N0M,"$250,000 and over",650
N0N,"Under $5,000",2080
N0N,"$5,000 to $9,999",1370
N0N,"$10,000 to $14,999",2080
N0N,"$15,000 to $19,999",1990
N0N,"$20,000 to $24,999",2270
N0N,"$25,000 to $29,999",1620
N0N,"$30,000 to $34,999",1720
N0N,"$35,000 to $39,999",1880
N0N,"$40,000 to $44,999",1840
N0N,"$45,000 to $49,999",1890
N0N,"$50,000 to $54,999",1430
N0N,"$55,000 to $59,999",1270
N0N,"$60,000 to $69,999",2340
N0N,"$70,000 to $79,999",1850
N0N,"$80,000 to $89,999",1490
N0N,"$90,000 to $99,999",1250
N0N,"$100,000 to $149,999",2970
N0N,"$150,000 to $249,999",1470
N0N,"$250,000 and over",410
N0P,"Under $5,000",3110
N0P,"$5,000 to $9,999",1960
N0P,"$10,000 to $14,999",3130
N0P,"$15,000 to $19,999",3090
N0P,"$20,000 to $24,999",3630
N0P,"$25,000 to $29,999",2610
N0P,"$30,000 to $34,999",2800
N0P,"$35,000 to $39,999",2880
N0P,"$40,000 to $44,999",2650
N0P,"$45,000 to $49,999",2480
N0P,"$50,000 to $54,999",2040
N0P,"$55,000 to $59,999",1720
N0P,"$60,000 to $69,999",2790
N0P,"$70,000 to $79,999",2170
N0P,"$80,000 to $89,999",1460
N0P,"$90,000 to $99,999",1110
N0P,"$100,000 to $149,999",2130
N0P,"$150,000 to $249,999",700
N0P,"$250,000 and over",330
N0R,"Under $5,000",2300
N0R,"$5,000 to $9,999",1630
N0R,"$10,000 to $14,999",2260
N0R,"$15,000 to $19,999",2350
N0R,"$20,000 to $24,999",2490
N0R,"$25,000 to $29,999",1840
N0R,"$30,000 to $34,999",1960
N0R,"$35,000 to $39,999",2120
N0R,"$40,000 to $44,999",2300
N0R,"$45,000 to $49,999",2270
N0R,"$50,000 to $54,999",1880
N0R,"$55,000 to $59,999",1620
N0R,"$60,000 to $69,999",2630
N0R,"$70,000 to $79,999",2570
N0R,"$80,000 to $89,999",1920
N0R,"$90,000 to $99,999",1590
N0R,"$100,000 to $149,999",3270
N0R,"$150,000 to $249,999",1050
N0R,"$250,000 and over",400
N1A,"Under $5,000",660
N1A,"$5,000 to $9,999",480
N1A,"$10,000 to $14,999",810
N1A,"$15,000 to $19,999",920
N1A,"$20,000 to $24,999",1000
N1A,"$25,000 to $29,999",650
N1A,"$30,000 to $34,999",600
N1A,"$35,000 to $39,999",610
N1A,"$40,000 to $44,999",550
N1A,"$45,000 to $49,999",570
N1A,"$50,000 to $54,999",400
N1A,"$55,000 to $59,999",380
N1A,"$60,000 to $69,999",620
N1A,"$70,000 to $79,999",500
N1A,"$80,000 to $89,999",320
N1A,"$90,000 to $99,999",270
N1A,"$100,000 to $149,999",450
N1A,"$150,000 to $249,999",130
N1A,"$250,000 and over",40
N1C,"Under $5,000",190
N1C,"$5,000 to $9,999",150
N1C,"$10,000 to $14,999",190
N1C,"$15,000 to $19,999",190
N1C,"$20,000 to $24,999",150
N1C,"$25,000 to $29,999",110
N1C,"$30,000 to $34,999",130
N1C,"$35,000 to $39,999",110
N1C,"$40,000 to $44,999",120
N1C,"$45,000 to $49,999",140
N1C,"$50,000 to $54,999",140
N1C,"$55,000 to $59,999",100
N1C,"$60,000 to $69,999",210
N1C,"$70,000 to $79,999",200
N1C,"$80,000 to $89,999",170
N1C,"$90,000 to $99,999",180
N1C,"$100,000 to $149,999",370
N1C,"$150,000 to $249,999",190
N1C,"$250,000 and over",70
N1E,"Under $5,000",2150
N1E,"$5,000 to $9,999",1530
N1E,"$10,000 to $14,999",2200
N1E,"$15,000 to $19,999",2090
N1E,"$20,000 to $24,999",2240
N1E,"$25,000 to $29,999",1690
N1E,"$30,000 to $34,999",1680
N1E,"$35,000 to $39,999",1780
N1E,"$40,000 to $44,999",1890
N1E,"$45,000 to $49,999",1940
N1E,"$50,000 to $54,999",1660
N1E,"$55,000 to $59,999",1600
N1E,"$60,000 to $69,999",2580
N1E,"$70,000 to $79,999",2000
N1E,"$80,000 to $89,999",1550
N1E,"$90,000 to $99,999",1270
N1E,"$100,000 to $149,999",2360
N1E,"$150,000 to $249,999",740
N1E,"$250,000 and over",260
N1G,"Under $5,000",2060
N1G,"$5,000 to $9,999",1230
N1G,"$10,000 to $14,999",1450
N1G,"$15,000 to $19,999",1380
N1G,"$20,000 to $24,999",1400
N1G,"$25,000 to $29,999",980
N1G,"$30,000 to $34,999",1010
N1G,"$35,000 to $39,999",1080
N1G,"$40,000 to $44,999",1070
N1G,"$45,000 to $49,999",1170
N1G,"$50,000 to $54,999",900
N1G,"$55,000 to $59,999",870
N1G,"$60,000 to $69,999",1520
N1G,"$70,000 to $79,999",1260
N1G,"$80,000 to $89,999",1020
N1G,"$90,000 to $99,999",930
N1G,"$100,000 to $149,999",1880
N1G,"$150,000 to $249,999",860
N1G,"$250,000 and over",350
N1H,"Under $5,000",2330
N1H,"$5,000 to $9,999",1640
N1H,"$10,000 to $14,999",2400
N1H,"$15,000 to $19,999",2370
N1H,"$20,000 to $24,999",2630
N1H,"$25,000 to $29,999",1920
N1H,"$30,000 to $34,999",1950
N1H,"$35,000 to $39,999",2040
N1H,"$40,000 to $44,999",1970
N1H,"$45,000 to $49,999",2040
N1H,"$50,000 to $54,999",1720
N1H,"$55,000 to $59,999",1520
N1H,"$60,000 to $69,999",2270
N1H,"$70,000 to $79,999",1720
N1H,"$80,000 to $89,999",1220
N1H,"$90,000 to $99,999",1020
N1H,"$100,000 to $149,999",1930
N1H,"$150,000 to $249,999",800
N1H,"$250,000 and over",340
N1K,"Under $5,000",730
N1K,"$5,000 to $9,999",450
N1K,"$10,000 to $14,999",650
N1K,"$15,000 to $19,999",640
N1K,"$20,000 to $24,999",510
N1K,"$25,000 to $29,999",440
N1K,"$30,000 to $34,999",430
N1K,"$35,000 to $39,999",450
N1K,"$40,000 to $44,999",440
N1K,"$45,000 to $49,999",530
N1K,"$50,000 to $54,999",480
N1K,"$55,000 to $59,999",430
N1K,"$60,000 to $69,999",660
N1K,"$70,000 to $79,999",450
N1K,"$80,000 to $89,999",320
N1K,"$90,000 to $99,999",300
N1K,"$100,000 to $149,999",540
N1K,"$150,000 to $249,999",150
N1K,"$250,000 and over",30
N1L,"Under $5,000",1280
N1L,"$5,000 to $9,999",750
N1L,"$10,000 to $14,999",780
N1L,"$15,000 to $19,999",680
N1L,"$20,000 to $24,999",620
N1L,"$25,000 to $29,999",500
N1L,"$30,000 to $34,999",550
N1L,"$35,000 to $39,999",510
N1L,"$40,000 to $44,999",530
N1L,"$45,000 to $49,999",530
N1L,"$50,000 to $54,999",480
N1L,"$55,000 to $59,999",460
N1L,"$60,000 to $69,999",790
N1L,"$70,000 to $79,999",690
N1L,"$80,000 to $89,999",580
N1L,"$90,000 to $99,999",500
N1L,"$100,000 to $149,999",1280
N1L,"$150,000 to $249,999",540
N1L,"$250,000 and over",240
N1M,"Under $5,000",700
N1M,"$5,000 to $9,999",550
N1M,"$10,000 to $14,999",800
N1M,"$15,000 to $19,999",870
N1M,"$20,000 to $24,999",1070
N1M,"$25,000 to $29,999",790
N1M,"$30,000 to $34,999",810
N1M,"$35,000 to $39,999",800
N1M,"$40,000 to $44,999",810
N1M,"$45,000 to $49,999",840
N1M,"$50,000 to $54,999",710
N1M,"$55,000 to $59,999",630
N1M,"$60,000 to $69,999",1130
N1M,"$70,000 to $79,999",850
N1M,"$80,000 to $89,999",600
N1M,"$90,000 to $99,999",500
N1M,"$100,000 to $149,999",910
N1M,"$150,000 to $249,999",310
N1M,"$250,000 and over",110
N1P,"Under $5,000",420
N1P,"$5,000 to $9,999",320
N1P,"$10,000 to $14,999",390
N1P,"$15,000 to $19,999",360
N1P,"$20,000 to $24,999",370
N1P,"$25,000 to $29,999",280
N1P,"$30,000 to $34,999",290
N1P,"$35,000 to $39,999",340
N1P,"$40,000 to $44,999",320
N1P,"$45,000 to $49,999",300
N1P,"$50,000 to $54,999",250
N1P,"$55,000 to $59,999",240
N1P,"$60,000 to $69,999",420
N1P,"$70,000 to $79,999",360
N1P,"$80,000 to $89,999",310
N1P,"$90,000 to $99,999",220
N1P,"$100,000 to $149,999",470
N1P,"$150,000 to $249,999",140
N1P,"$250,000 and over",20
N1R,"Under $5,000",2570
N1R,"$5,000 to $9,999",1680
N1R,"$10,000 to $14,999",2780
N1R,"$15,000 to $19,999",2860
N1R,"$20,000 to $24,999",3170
N1R,"$25,000 to $29,999",2160
N1R,"$30,000 to $34,999",2110
N1R,"$35,000 to $39,999",2110
N1R,"$40,000 to $44,999",1980
N1R,"$45,000 to $49,999",1890
N1R,"$50,000 to $54,999",1600
N1R,"$55,000 to $59,999",1300
N1R,"$60,000 to $69,999",2070
N1R,"$70,000 to $79,999",1610
N1R,"$80,000 to $89,999",1010
N1R,"$90,000 to $99,999",800
N1R,"$100,000 to $149,999",1300
N1R,"$150,000 to $249,999",400
N1R,"$250,000 and over",200
N1S,"Under $5,000",940
N1S,"$5,000 to $9,999",690
N1S,"$10,000 to $14,999",1060
N1S,"$15,000 to $19,999",1070
N1S,"$20,000 to $24,999",1220
N1S,"$25,000 to $29,999",810
N1S,"$30,000 to $34,999",850
N1S,"$35,000 to $39,999",860
N1S,"$40,000 to $44,999",850
N1S,"$45,000 to $49,999",830
N1S,"$50,000 to $54,999",670
N1S,"$55,000 to $59,999",640
N1S,"$60,000 to $69,999",1060
N1S,"$70,000 to $79,999",870
N1S,"$80,000 to $89,999",690
N1S,"$90,000 to $99,999",560
N1S,"$100,000 to $149,999",1150
N1S,"$150,000 to $249,999",430
N1S,"$250,000 and over",170
N1T,"Under $5,000",1440
N1T,"$5,000 to $9,999",870
N1T,"$10,000 to $14,999",1020
N1T,"$15,000 to $19,999",1070
N1T,"$20,000 to $24,999",920
N1T,"$25,000 to $29,999",720
N1T,"$30,000 to $34,999",710
N1T,"$35,000 to $39,999",710
N1T,"$40,000 to $44,999",640
N1T,"$45,000 to $49,999",670
N1T,"$50,000 to $54,999",610
N1T,"$55,000 to $59,999",550
N1T,"$60,000 to $69,999",920
N1T,"$70,000 to $79,999",800
N1T,"$80,000 to $89,999",630
N1T,"$90,000 to $99,999",540
N1T,"$100,000 to $149,999",1220
N1T,"$150,000 to $249,999",500
N1T,"$250,000 and over",170
N2A,"Under $5,000",1960
N2A,"$5,000 to $9,999",1280
N2A,"$10,000 to $14,999",1840
N2A,"$15,000 to $19,999",1860
N2A,"$20,000 to $24,999",1760
N2A,"$25,000 to $29,999",1310
N2A,"$30,000 to $34,999",1270
N2A,"$35,000 to $39,999",1350
N2A,"$40,000 to $44,999",1280
N2A,"$45,000 to $49,999",1310
N2A,"$50,000 to $54,999",1140
N2A,"$55,000 to $59,999",990
N2A,"$60,000 to $69,999",1600
N2A,"$70,000 to $79,999",1300
N2A,"$80,000 to $89,999",1010
N2A,"$90,000 to $99,999",880
N2A,"$100,000 to $149,999",1790
N2A,"$150,000 to $249,999",650
N2A,"$250,000 and over",260
N2B,"Under $5,000",890
N2B,"$5,000 to $9,999",620
N2B,"$10,000 to $14,999",990
N2B,"$15,000 to $19,999",1060
N2B,"$20,000 to $24,999",1120
N2B,"$25,000 to $29,999",790
N2B,"$30,000 to $34,999",860
N2B,"$35,000 to $39,999",920
N2B,"$40,000 to $44,999",820
N2B,"$45,000 to $49,999",820
N2B,"$50,000 to $54,999",710
N2B,"$55,000 to $59,999",590
N2B,"$60,000 to $69,999",1020
N2B,"$70,000 to $79,999",730
N2B,"$80,000 to $89,999",530
N2B,"$90,000 to $99,999",440
N2B,"$100,000 to $149,999",780
N2B,"$150,000 to $249,999",210
N2B,"$250,000 and over",70
N2C,"Under $5,000",1820
N2C,"$5,000 to $9,999",990
N2C,"$10,000 to $14,999",1450
N2C,"$15,000 to $19,999",1350
N2C,"$20,000 to $24,999",1340
N2C,"$25,000 to $29,999",1050
N2C,"$30,000 to $34,999",1010
N2C,"$35,000 to $39,999",990
N2C,"$40,000 to $44,999",840
N2C,"$45,000 to $49,999",790
N2C,"$50,000 to $54,999",670
N2C,"$55,000 to $59,999",520
N2C,"$60,000 to $69,999",740
N2C,"$70,000 to $79,999",520
N2C,"$80,000 to $89,999",340
N2C,"$90,000 to $99,999",210
N2C,"$100,000 to $149,999",390
N2C,"$150,000 to $249,999",110
N2C,"$250,000 and over",60
N2E,"Under $5,000",3200
N2E,"$5,000 to $9,999",1820
N2E,"$10,000 to $14,999",2420
N2E,"$15,000 to $19,999",2270
N2E,"$20,000 to $24,999",2240
N2E,"$25,000 to $29,999",1720
N2E,"$30,000 to $34,999",1840
N2E,"$35,000 to $39,999",1810
N2E,"$40,000 to $44,999",1880
N2E,"$45,000 to $49,999",1780
N2E,"$50,000 to $54,999",1590
N2E,"$55,000 to $59,999",1320
N2E,"$60,000 to $69,999",2140
N2E,"$70,000 to $79,999",1610
N2E,"$80,000 to $89,999",1190
N2E,"$90,000 to $99,999",890
N2E,"$100,000 to $149,999",1530
N2E,"$150,000 to $249,999",310
N2E,"$250,000 and over",70
N2G,"Under $5,000",1050
N2G,"$5,000 to $9,999",670
N2G,"$10,000 to $14,999",1130
N2G,"$15,000 to $19,999",1040
N2G,"$20,000 to $24,999",980
N2G,"$25,000 to $29,999",740
N2G,"$30,000 to $34,999",640
N2G,"$35,000 to $39,999",680
N2G,"$40,000 to $44,999",620
N2G,"$45,000 to $49,999",580
N2G,"$50,000 to $54,999",530
N2G,"$55,000 to $59,999",400
N2G,"$60,000 to $69,999",700
N2G,"$70,000 to $79,999",520
N2G,"$80,000 to $89,999",420
N2G,"$90,000 to $99,999",310
N2G,"$100,000 to $149,999",530
N2G,"$150,000 to $249,999",190
N2G,"$250,000 and over",120
N2H,"Under $5,000",1260
N2H,"$5,000 to $9,999",860
N2H,"$10,000 to $14,999",1230
N2H,"$15,000 to $19,999",1240
N2H,"$20,000 to $24,999",1370
N2H,"$25,000 to $29,999",1030
N2H,"$30,000 to $34,999",970
N2H,"$35,000 to $39,999",1020
N2H,"$40,000 to $44,999",940
N2H,"$45,000 to $49,999",900
N2H,"$50,000 to $54,999",840
N2H,"$55,000 to $59,999",670
N2H,"$60,000 to $69,999",1200
N2H,"$70,000 to $79,999",940
N2H,"$80,000 to $89,999",710
N2H,"$90,000 to $99,999",580
N2H,"$100,000 to $149,999",1070
N2H,"$150,000 to $249,999",340
N2H,"$250,000 and over",130
N2J,"Under $5,000",1750
N2J,"$5,000 to $9,999",830
N2J,"$10,000 to $14,999",1100
N2J,"$15,000 to $19,999",1120
N2J,"$20,000 to $24,999",1250
N2J,"$25,000 to $29,999",870
N2J,"$30,000 to $34,999",830
N2J,"$35,000 to $39,999",830
N2J,"$40,000 to $44,999",770
N2J,"$45,000 to $49,999",760
N2J,"$50,000 to $54,999",630
N2J,"$55,000 to $59,999",560
N2J,"$60,000 to $69,999",930
N2J,"$70,000 to $79,999",800
N2J,"$80,000 to $89,999",620
N2J,"$90,000 to $99,999",500
N2J,"$100,000 to $149,999",1060
N2J,"$150,000 to $249,999",470
N2J,"$250,000 and over",200
N2K,"Under $5,000",1840
N2K,"$5,000 to $9,999",1110
N2K,"$10,000 to $14,999",1340
N2K,"$15,000 to $19,999",1300
N2K,"$20,000 to $24,999",1180
N2K,"$25,000 to $29,999",1070
N2K,"$30,000 to $34,999",930
N2K,"$35,000 to $39,999",1000
N2K,"$40,000 to $44,999",1030
N2K,"$45,000 to $49,999",1000
N2K,"$50,000 to $54,999",920
N2K,"$55,000 to $59,999",840
N2K,"$60,000 to $69,999",1520
N2K,"$70,000 to $79,999",1350
N2K,"$80,000 to $89,999",1060
N2K,"$90,000 to $99,999",1020
N2K,"$100,000 to $149,999",2510
N2K,"$150,000 to $249,999",1140
N2K,"$250,000 and over",620
N2L,"Under $5,000",5220
N2L,"$5,000 to $9,999",1720
N2L,"$10,000 to $14,999",2070
N2L,"$15,000 to $19,999",1900
N2L,"$20,000 to $24,999",1770
N2L,"$25,000 to $29,999",1310
N2L,"$30,000 to $34,999",1260
N2L,"$35,000 to $39,999",1230
N2L,"$40,000 to $44,999",1110
N2L,"$45,000 to $49,999",1070
N2L,"$50,000 to $54,999",940
N2L,"$55,000 to $59,999",790
N2L,"$60,000 to $69,999",1320
N2L,"$70,000 to $79,999",1190
N2L,"$80,000 to $89,999",880
N2L,"$90,000 to $99,999",770
N2L,"$100,000 to $149,999",1730
N2L,"$150,000 to $249,999",940
N2L,"$250,000 and over",430
N2M,"Under $5,000",2610
N2M,"$5,000 to $9,999",1490
N2M,"$10,000 to $14,999",2290
N2M,"$15,000 to $19,999",2250
N2M,"$20,000 to $24,999",2260
N2M,"$25,000 to $29,999",1700
N2M,"$30,000 to $34,999",1720
N2M,"$35,000 to $39,999",1650
N2M,"$40,000 to $44,999",1710
N2M,"$45,000 to $49,999",1570
N2M,"$50,000 to $54,999",1330
N2M,"$55,000 to $59,999",1010
N2M,"$60,000 to $69,999",1680
N2M,"$70,000 to $79,999",1220
N2M,"$80,000 to $89,999",830
N2M,"$90,000 to $99,999",710
N2M,"$100,000 to $149,999",1150
N2M,"$150,000 to $249,999",430
N2M,"$250,000 and over",200
N2N,"Under $5,000",1880
N2N,"$5,000 to $9,999",1120
N2N,"$10,000 to $14,999",1440
N2N,"$15,000 to $19,999",1420
N2N,"$20,000 to $24,999",1380
N2N,"$25,000 to $29,999",1060
N2N,"$30,000 to $34,999",1050
N2N,"$35,000 to $39,999",1130
N2N,"$40,000 to $44,999",1100
N2N,"$45,000 to $49,999",1160
N2N,"$50,000 to $54,999",980
N2N,"$55,000 to $59,999",880
N2N,"$60,000 to $69,999",1540
N2N,"$70,000 to $79,999",1170
N2N,"$80,000 to $89,999",900
N2N,"$90,000 to $99,999",760
N2N,"$100,000 to $149,999",1530
N2N,"$150,000 to $249,999",430
N2N,"$250,000 and over",130
N2P,"Under $5,000",2250
N2P,"$5,000 to $9,999",1200
N2P,"$10,000 to $14,999",1380
N2P,"$15,000 to $19,999",1280
N2P,"$20,000 to $24,999",1160
N2P,"$25,000 to $29,999",910
N2P,"$30,000 to $34,999",940
N2P,"$35,000 to $39,999",900
N2P,"$40,000 to $44,999",840
N2P,"$45,000 to $49,999",830
N2P,"$50,000 to $54,999",780
N2P,"$55,000 to $59,999",640
N2P,"$60,000 to $69,999",1110
N2P,"$70,000 to $79,999",910
N2P,"$80,000 to $89,999",750
N2P,"$90,000 to $99,999",650
N2P,"$100,000 to $149,999",1590
N2P,"$150,000 to $249,999",770
N2P,"$250,000 and over",410
N2R,"Under $5,000",1300
N2R,"$5,000 to $9,999",680
N2R,"$10,000 to $14,999",710
N2R,"$15,000 to $19,999",680
N2R,"$20,000 to $24,999",570
N2R,"$25,000 to $29,999",490
N2R,"$30,000 to $34,999",540
N2R,"$35,000 to $39,999",580
N2R,"$40,000 to $44,999",560
N2R,"$45,000 to $49,999",540
N2R,"$50,000 to $54,999",530
N2R,"$55,000 to $59,999",490
N2R,"$60,000 to $69,999",800
N2R,"$70,000 to $79,999",700
N2R,"$80,000 to $89,999",580
N2R,"$90,000 to $99,999",480
N2R,"$100,000 to $149,999",960
N2R,"$150,000 to $249,999",290
N2R,"$250,000 and over",90
N2T,"Under $5,000",1680
N2T,"$5,000 to $9,999",980
N2T,"$10,000 to $14,999",1100
N2T,"$15,000 to $19,999",990
N2T,"$20,000 to $24,999",850
N2T,"$25,000 to $29,999",680
N2T,"$30,000 to $34,999",630
N2T,"$35,000 to $39,999",660
N2T,"$40,000 to $44,999",660
N2T,"$45,000 to $49,999",670
N2T,"$50,000 to $54,999",620
N2T,"$55,000 to $59,999",560
N2T,"$60,000 to $69,999",990
N2T,"$70,000 to $79,999",990
N2T,"$80,000 to $89,999",800
N2T,"$90,000 to $99,999",750
N2T,"$100,000 to $149,999",1850
N2T,"$150,000 to $249,999",950
N2T,"$250,000 and over",450
N2V,"Under $5,000",1840
N2V,"$5,000 to $9,999",890
N2V,"$10,000 to $14,999",980
N2V,"$15,000 to $19,999",900
N2V,"$20,000 to $24,999",780
N2V,"$25,000 to $29,999",620
N2V,"$30,000 to $34,999",590
N2V,"$35,000 to $39,999",600
N2V,"$40,000 to $44,999",640
N2V,"$45,000 to $49,999",570
N2V,"$50,000 to $54,999",530
N2V,"$55,000 to $59,999",500
N2V,"$60,000 to $69,999",880
N2V,"$70,000 to $79,999",790
N2V,"$80,000 to $89,999",630
N2V,"$90,000 to $99,999",640
N2V,"$100,000 to $149,999",1530
N2V,"$150,000 to $249,999",710
N2V,"$250,000 and over",320
N2Z,"Under $5,000",530
N2Z,"$5,000 to $9,999",370
