FSA,Bracket,Number
T2J,"$70,000 to $79,999",2090
T2J,"$80,000 to $89,999",1570
T2J,"$90,000 to $99,999",1400
T2J,"$100,000 to $149,999",3510
T2J,"$150,000 to $249,999",1860
T2J,"$250,000 and over",1100
T2K,"Under $5,000",2350
T2K,"$5,000 to $9,999",1370
T2K,"$10,000 to $14,999",1600
T2K,"$15,000 to $19,999",1700
T2K,"$20,000 to $24,999",2440
T2K,"$25,000 to $29,999",1810
T2K,"$30,000 to $34,999",1580
T2K,"$35,000 to $39,999",1510
T2K,"$40,000 to $44,999",1430
T2K,"$45,000 to $49,999",1350
T2K,"$50,000 to $54,999",1200
T2K,"$55,000 to $59,999",1040
T2K,"$60,000 to $69,999",1680
T2K,"$70,000 to $79,999",1300
T2K,"$80,000 to $89,999",1090
T2K,"$90,000 to $99,999",810
T2K,"$100,000 to $149,999",1910
T2K,"$150,000 to $249,999",750
T2K,"$250,000 and over",320
T2L,"Under $5,000",1300
T2L,"$5,000 to $9,999",550
T2L,"$10,000 to $14,999",580
T2L,"$15,000 to $19,999",540
T2L,"$20,000 to $24,999",800
T2L,"$25,000 to $29,999",550
T2L,"$30,000 to $34,999",500
T2L,"$35,000 to $39,999",460
T2L,"$40,000 to $44,999",490
T2L,"$45,000 to $49,999",500
T2L,"$50,000 to $54,999",440
T2L,"$55,000 to $59,999",380
T2L,"$60,000 to $69,999",610
T2L,"$70,000 to $79,999",560
T2L,"$80,000 to $89,999",430
T2L,"$90,000 to $99,999",390
T2L,"$100,000 to $149,999",1090
T2L,"$150,000 to $249,999",640
T2L,"$250,000 and over",330
T2M,"Under $5,000",1500
T2M,"$5,000 to $9,999",820
T2M,"$10,000 to $14,999",850
T2M,"$15,000 to $19,999",870
T2M,"$20,000 to $24,999",1250
T2M,"$25,000 to $29,999",800
T2M,"$30,000 to $34,999",770
T2M,"$35,000 to $39,999",670
T2M,"$40,000 to $44,999",640
T2M,"$45,000 to $49,999",640
T2M,"$50,000 to $54,999",540
T2M,"$55,000 to $59,999",530
T2M,"$60,000 to $69,999",910
T2M,"$70,000 to $79,999",750
T2M,"$80,000 to $89,999",660
T2M,"$90,000 to $99,999",620
T2M,"$100,000 to $149,999",1740
T2M,"$150,000 to $249,999",1130
T2M,"$250,000 and over",710
T2N,"Under $5,000",1910
T2N,"$5,000 to $9,999",850
T2N,"$10,000 to $14,999",910
T2N,"$15,000 to $19,999",810
T2N,"$20,000 to $24,999",1300
T2N,"$25,000 to $29,999",880
T2N,"$30,000 to $34,999",760
T2N,"$35,000 to $39,999",680
T2N,"$40,000 to $44,999",660
T2N,"$45,000 to $49,999",650
T2N,"$50,000 to $54,999",700
T2N,"$55,000 to $59,999",590
T2N,"$60,000 to $69,999",1050
T2N,"$70,000 to $79,999",980
T2N,"$80,000 to $89,999",750
T2N,"$90,000 to $99,999",740
T2N,"$100,000 to $149,999",2130
T2N,"$150,000 to $249,999",1710
T2N,"$250,000 and over",1460
T2P,"Under $5,000",1470
T2P,"$5,000 to $9,999",600
T2P,"$10,000 to $14,999",690
T2P,"$15,000 to $19,999",750
T2P,"$20,000 to $24,999",1610
T2P,"$25,000 to $29,999",960
T2P,"$30,000 to $34,999",760
T2P,"$35,000 to $39,999",600
T2P,"$40,000 to $44,999",560
T2P,"$45,000 to $49,999",520
T2P,"$50,000 to $54,999",460
T2P,"$55,000 to $59,999",390
T2P,"$60,000 to $69,999",700
T2P,"$70,000 to $79,999",620
T2P,"$80,000 to $89,999",530
T2P,"$90,000 to $99,999",430
T2P,"$100,000 to $149,999",1190
T2P,"$150,000 to $249,999",810
T2P,"$250,000 and over",800
T2R,"Under $5,000",920
T2R,"$5,000 to $9,999",530
T2R,"$10,000 to $14,999",570
T2R,"$15,000 to $19,999",560
T2R,"$20,000 to $24,999",950
T2R,"$25,000 to $29,999",630
T2R,"$30,000 to $34,999",580
T2R,"$35,000 to $39,999",540
T2R,"$40,000 to $44,999",550
T2R,"$45,000 to $49,999",530
T2R,"$50,000 to $54,999",500
T2R,"$55,000 to $59,999",510
T2R,"$60,000 to $69,999",920
T2R,"$70,000 to $79,999",850
T2R,"$80,000 to $89,999",660
T2R,"$90,000 to $99,999",600
T2R,"$100,000 to $149,999",1650
T2R,"$150,000 to $249,999",910
T2R,"$250,000 and over",410
T2S,"Under $5,000",690
T2S,"$5,000 to $9,999",430
T2S,"$10,000 to $14,999",460
T2S,"$15,000 to $19,999",460
T2S,"$20,000 to $24,999",590
T2S,"$25,000 to $29,999",500
T2S,"$30,000 to $34,999",450
T2S,"$35,000 to $39,999",410
T2S,"$40,000 to $44,999",410
T2S,"$45,000 to $49,999",420
T2S,"$50,000 to $54,999",400
T2S,"$55,000 to $59,999",360
T2S,"$60,000 to $69,999",680
T2S,"$70,000 to $79,999",600
T2S,"$80,000 to $89,999",520
T2S,"$90,000 to $99,999",470
T2S,"$100,000 to $149,999",1340
T2S,"$150,000 to $249,999",990
T2S,"$250,000 and over",1230
T2T,"Under $5,000",1520
T2T,"$5,000 to $9,999",880
T2T,"$10,000 to $14,999",850
T2T,"$15,000 to $19,999",850
T2T,"$20,000 to $24,999",1270
T2T,"$25,000 to $29,999",1000
T2T,"$30,000 to $34,999",900
T2T,"$35,000 to $39,999",860
T2T,"$40,000 to $44,999",840
T2T,"$45,000 to $49,999",790
T2T,"$50,000 to $54,999",730
T2T,"$55,000 to $59,999",650
T2T,"$60,000 to $69,999",1220
T2T,"$70,000 to $79,999",1080
T2T,"$80,000 to $89,999",960
T2T,"$90,000 to $99,999",850
T2T,"$100,000 to $149,999",2680
T2T,"$150,000 to $249,999",2240
T2T,"$250,000 and over",2070
T2V,"Under $5,000",1960
T2V,"$5,000 to $9,999",1110
T2V,"$10,000 to $14,999",1240
T2V,"$15,000 to $19,999",1300
T2V,"$20,000 to $24,999",1980
T2V,"$25,000 to $29,999",1500
T2V,"$30,000 to $34,999",1330
T2V,"$35,000 to $39,999",1260
T2V,"$40,000 to $44,999",1230
T2V,"$45,000 to $49,999",1250
T2V,"$50,000 to $54,999",1010
T2V,"$55,000 to $59,999",940
T2V,"$60,000 to $69,999",1630
T2V,"$70,000 to $79,999",1370
T2V,"$80,000 to $89,999",1110
T2V,"$90,000 to $99,999",960
T2V,"$100,000 to $149,999",2400
T2V,"$150,000 to $249,999",1460
T2V,"$250,000 and over",1190
T2W,"Under $5,000",2970
T2W,"$5,000 to $9,999",1580
T2W,"$10,000 to $14,999",1660
T2W,"$15,000 to $19,999",1670
T2W,"$20,000 to $24,999",2420
T2W,"$25,000 to $29,999",1910
T2W,"$30,000 to $34,999",1640
T2W,"$35,000 to $39,999",1590
T2W,"$40,000 to $44,999",1670
T2W,"$45,000 to $49,999",1630
T2W,"$50,000 to $54,999",1430
T2W,"$55,000 to $59,999",1300
T2W,"$60,000 to $69,999",2300
T2W,"$70,000 to $79,999",1930
T2W,"$80,000 to $89,999",1450
T2W,"$90,000 to $99,999",1280
T2W,"$100,000 to $149,999",2930
T2W,"$150,000 to $249,999",1300
T2W,"$250,000 and over",610
T2X,"Under $5,000",3380
T2X,"$5,000 to $9,999",1940
T2X,"$10,000 to $14,999",1930
T2X,"$15,000 to $19,999",1830
T2X,"$20,000 to $24,999",2120
T2X,"$25,000 to $29,999",1890
T2X,"$30,000 to $34,999",1700
T2X,"$35,000 to $39,999",1700
T2X,"$40,000 to $44,999",1690
T2X,"$45,000 to $49,999",1710
T2X,"$50,000 to $54,999",1520
T2X,"$55,000 to $59,999",1490
T2X,"$60,000 to $69,999",2640
T2X,"$70,000 to $79,999",2230
T2X,"$80,000 to $89,999",1840
T2X,"$90,000 to $99,999",1650
T2X,"$100,000 to $149,999",4280
T2X,"$150,000 to $249,999",1920
T2X,"$250,000 and over",860
T2Y,"Under $5,000",4960
T2Y,"$5,000 to $9,999",2600
T2Y,"$10,000 to $14,999",2640
T2Y,"$15,000 to $19,999",2470
T2Y,"$20,000 to $24,999",3160
T2Y,"$25,000 to $29,999",2490
T2Y,"$30,000 to $34,999",2480
T2Y,"$35,000 to $39,999",2400
T2Y,"$40,000 to $44,999",2380
T2Y,"$45,000 to $49,999",2440
T2Y,"$50,000 to $54,999",2150
T2Y,"$55,000 to $59,999",1830
T2Y,"$60,000 to $69,999",3150
T2Y,"$70,000 to $79,999",2580
T2Y,"$80,000 to $89,999",1990
T2Y,"$90,000 to $99,999",1710
T2Y,"$100,000 to $149,999",4200
T2Y,"$150,000 to $249,999",1890
T2Y,"$250,000 and over",710
T2Z,"Under $5,000",4400
T2Z,"$5,000 to $9,999",2420
T2Z,"$10,000 to $14,999",2430
T2Z,"$15,000 to $19,999",2320
T2Z,"$20,000 to $24,999",2810
T2Z,"$25,000 to $29,999",2270
T2Z,"$30,000 to $34,999",2280
T2Z,"$35,000 to $39,999",2190
T2Z,"$40,000 to $44,999",2260
T2Z,"$45,000 to $49,999",2440
T2Z,"$50,000 to $54,999",2160
T2Z,"$55,000 to $59,999",2090
T2Z,"$60,000 to $69,999",3830
T2Z,"$70,000 to $79,999",3390
T2Z,"$80,000 to $89,999",2820
T2Z,"$90,000 to $99,999",2490
T2Z,"$100,000 to $149,999",6190
T2Z,"$150,000 to $249,999",2520
T2Z,"$250,000 and over",980
T3A,"Under $5,000",4510
T3A,"$5,000 to $9,999",2440
T3A,"$10,000 to $14,999",2480
T3A,"$15,000 to $19,999",2270
T3A,"$20,000 to $24,999",2820
T3A,"$25,000 to $29,999",2120
T3A,"$30,000 to $34,999",1970
T3A,"$35,000 to $39,999",1810
T3A,"$40,000 to $44,999",1830
T3A,"$45,000 to $49,999",1840
T3A,"$50,000 to $54,999",1560
T3A,"$55,000 to $59,999",1390
T3A,"$60,000 to $69,999",2520
T3A,"$70,000 to $79,999",2350
T3A,"$80,000 to $89,999",1790
T3A,"$90,000 to $99,999",1610
T3A,"$100,000 to $149,999",4410
T3A,"$150,000 to $249,999",2280
T3A,"$250,000 and over",1280
T3B,"Under $5,000",2270
T3B,"$5,000 to $9,999",1240
T3B,"$10,000 to $14,999",1470
T3B,"$15,000 to $19,999",1470
T3B,"$20,000 to $24,999",2270
T3B,"$25,000 to $29,999",1520
T3B,"$30,000 to $34,999",1450
T3B,"$35,000 to $39,999",1320
T3B,"$40,000 to $44,999",1240
T3B,"$45,000 to $49,999",1250
T3B,"$50,000 to $54,999",1140
T3B,"$55,000 to $59,999",920
T3B,"$60,000 to $69,999",1790
T3B,"$70,000 to $79,999",1530
T3B,"$80,000 to $89,999",1220
T3B,"$90,000 to $99,999",1080
T3B,"$100,000 to $149,999",3020
T3B,"$150,000 to $249,999",1650
T3B,"$250,000 and over",900
T3C,"Under $5,000",1700
T3C,"$5,000 to $9,999",900
T3C,"$10,000 to $14,999",980
T3C,"$15,000 to $19,999",960
T3C,"$20,000 to $24,999",1400
T3C,"$25,000 to $29,999",1040
T3C,"$30,000 to $34,999",1000
T3C,"$35,000 to $39,999",880
T3C,"$40,000 to $44,999",860
T3C,"$45,000 to $49,999",870
T3C,"$50,000 to $54,999",730
T3C,"$55,000 to $59,999",660
T3C,"$60,000 to $69,999",1130
T3C,"$70,000 to $79,999",960
T3C,"$80,000 to $89,999",740
T3C,"$90,000 to $99,999",600
T3C,"$100,000 to $149,999",1660
T3C,"$150,000 to $249,999",950
T3C,"$250,000 and over",580
T3E,"Under $5,000",2300
T3E,"$5,000 to $9,999",1380
T3E,"$10,000 to $14,999",1570
T3E,"$15,000 to $19,999",1560
T3E,"$20,000 to $24,999",2560
T3E,"$25,000 to $29,999",1800
T3E,"$30,000 to $34,999",1590
T3E,"$35,000 to $39,999",1460
T3E,"$40,000 to $44,999",1330
T3E,"$45,000 to $49,999",1320
T3E,"$50,000 to $54,999",1180
T3E,"$55,000 to $59,999",1090
T3E,"$60,000 to $69,999",1890
T3E,"$70,000 to $79,999",1540
T3E,"$80,000 to $89,999",1360
T3E,"$90,000 to $99,999",1160
T3E,"$100,000 to $149,999",3290
T3E,"$150,000 to $249,999",1980
T3E,"$250,000 and over",1160
T3G,"Under $5,000",4970
T3G,"$5,000 to $9,999",2490
T3G,"$10,000 to $14,999",2520
T3G,"$15,000 to $19,999",2460
T3G,"$20,000 to $24,999",2870
T3G,"$25,000 to $29,999",2310
T3G,"$30,000 to $34,999",2050
T3G,"$35,000 to $39,999",1890
T3G,"$40,000 to $44,999",1890
T3G,"$45,000 to $49,999",1970
T3G,"$50,000 to $54,999",1690
T3G,"$55,000 to $59,999",1580
T3G,"$60,000 to $69,999",2810
T3G,"$70,000 to $79,999",2420
T3G,"$80,000 to $89,999",1960
T3G,"$90,000 to $99,999",1840
T3G,"$100,000 to $149,999",4890
T3G,"$150,000 to $249,999",2440
T3G,"$250,000 and over",1050
T3H,"Under $5,000",5510
T3H,"$5,000 to $9,999",2830
T3H,"$10,000 to $14,999",2670
T3H,"$15,000 to $19,999",2520
T3H,"$20,000 to $24,999",2860
T3H,"$25,000 to $29,999",2190
T3H,"$30,000 to $34,999",1970
T3H,"$35,000 to $39,999",1920
T3H,"$40,000 to $44,999",1840
T3H,"$45,000 to $49,999",1960
T3H,"$50,000 to $54,999",1620
T3H,"$55,000 to $59,999",1590
T3H,"$60,000 to $69,999",2910
T3H,"$70,000 to $79,999",2530
T3H,"$80,000 to $89,999",2150
T3H,"$90,000 to $99,999",2140
T3H,"$100,000 to $149,999",6610
T3H,"$150,000 to $249,999",5120
T3H,"$250,000 and over",3880
T3J,"Under $5,000",9780
T3J,"$5,000 to $9,999",4580
T3J,"$10,000 to $14,999",5020
T3J,"$15,000 to $19,999",4880
T3J,"$20,000 to $24,999",5780
T3J,"$25,000 to $29,999",4050
T3J,"$30,000 to $34,999",4110
T3J,"$35,000 to $39,999",3750
T3J,"$40,000 to $44,999",3390
T3J,"$45,000 to $49,999",3140
T3J,"$50,000 to $54,999",2720
T3J,"$55,000 to $59,999",2320
T3J,"$60,000 to $69,999",3420
T3J,"$70,000 to $79,999",2370
T3J,"$80,000 to $89,999",1620
T3J,"$90,000 to $99,999",1060
T3J,"$100,000 to $149,999",1780
T3J,"$150,000 to $249,999",360
T3J,"$250,000 and over",90
T3K,"Under $5,000",6320
T3K,"$5,000 to $9,999",3500
T3K,"$10,000 to $14,999",3890
T3K,"$15,000 to $19,999",3900
T3K,"$20,000 to $24,999",4520
T3K,"$25,000 to $29,999",3280
T3K,"$30,000 to $34,999",3250
T3K,"$35,000 to $39,999",3050
T3K,"$40,000 to $44,999",2890
T3K,"$45,000 to $49,999",2970
T3K,"$50,000 to $54,999",2490
T3K,"$55,000 to $59,999",2300
T3K,"$60,000 to $69,999",4080
T3K,"$70,000 to $79,999",3240
T3K,"$80,000 to $89,999",2510
T3K,"$90,000 to $99,999",2290
T3K,"$100,000 to $149,999",5120
T3K,"$150,000 to $249,999",1860
T3K,"$250,000 and over",590
T3L,"Under $5,000",2060
T3L,"$5,000 to $9,999",1120
T3L,"$10,000 to $14,999",1040
T3L,"$15,000 to $19,999",1060
T3L,"$20,000 to $24,999",1110
T3L,"$25,000 to $29,999",900
T3L,"$30,000 to $34,999",820
T3L,"$35,000 to $39,999",760
T3L,"$40,000 to $44,999",830
T3L,"$45,000 to $49,999",820
T3L,"$50,000 to $54,999",710
T3L,"$55,000 to $59,999",680
T3L,"$60,000 to $69,999",1310
T3L,"$70,000 to $79,999",1210
T3L,"$80,000 to $89,999",1090
T3L,"$90,000 to $99,999",1090
T3L,"$100,000 to $149,999",3220
T3L,"$150,000 to $249,999",1850
T3L,"$250,000 and over",1100
T3M,"Under $5,000",2910
T3M,"$5,000 to $9,999",1390
T3M,"$10,000 to $14,999",1400
T3M,"$15,000 to $19,999",1360
T3M,"$20,000 to $24,999",1520
T3M,"$25,000 to $29,999",1340
T3M,"$30,000 to $34,999",1400
T3M,"$35,000 to $39,999",1260
T3M,"$40,000 to $44,999",1370
T3M,"$45,000 to $49,999",1360
T3M,"$50,000 to $54,999",1330
T3M,"$55,000 to $59,999",1300
T3M,"$60,000 to $69,999",2430
T3M,"$70,000 to $79,999",2190
T3M,"$80,000 to $89,999",1950
T3M,"$90,000 to $99,999",1890
T3M,"$100,000 to $149,999",5010
T3M,"$150,000 to $249,999",2480
T3M,"$250,000 and over",890
T3N,"Under $5,000",2500
T3N,"$5,000 to $9,999",1080
T3N,"$10,000 to $14,999",1140
T3N,"$15,000 to $19,999",1090
T3N,"$20,000 to $24,999",1270
T3N,"$25,000 to $29,999",1100
T3N,"$30,000 to $34,999",1140
T3N,"$35,000 to $39,999",1060
T3N,"$40,000 to $44,999",1040
T3N,"$45,000 to $49,999",1010
T3N,"$50,000 to $54,999",980
T3N,"$55,000 to $59,999",830
T3N,"$60,000 to $69,999",1410
T3N,"$70,000 to $79,999",930
T3N,"$80,000 to $89,999",690
T3N,"$90,000 to $99,999",500
T3N,"$100,000 to $149,999",900
T3N,"$150,000 to $249,999",160
T3N,"$250,000 and over",30
T3P,"Under $5,000",1650
T3P,"$5,000 to $9,999",810
T3P,"$10,000 to $14,999",680
T3P,"$15,000 to $19,999",710
T3P,"$20,000 to $24,999",760
T3P,"$25,000 to $29,999",630
T3P,"$30,000 to $34,999",690
T3P,"$35,000 to $39,999",600
T3P,"$40,000 to $44,999",630
T3P,"$45,000 to $49,999",710
T3P,"$50,000 to $54,999",620
T3P,"$55,000 to $59,999",590
T3P,"$60,000 to $69,999",1100
T3P,"$70,000 to $79,999",1020
T3P,"$80,000 to $89,999",840
T3P,"$90,000 to $99,999",720
T3P,"$100,000 to $149,999",1940
T3P,"$150,000 to $249,999",670
T3P,"$250,000 and over",160
T3R,"Under $5,000",2640
T3R,"$5,000 to $9,999",1250
T3R,"$10,000 to $14,999",1230
T3R,"$15,000 to $19,999",1080
T3R,"$20,000 to $24,999",1210
T3R,"$25,000 to $29,999",980
T3R,"$30,000 to $34,999",970
T3R,"$35,000 to $39,999",900
T3R,"$40,000 to $44,999",850
T3R,"$45,000 to $49,999",910
T3R,"$50,000 to $54,999",890
T3R,"$55,000 to $59,999",790
T3R,"$60,000 to $69,999",1500
T3R,"$70,000 to $79,999",1400
T3R,"$80,000 to $89,999",1160
T3R,"$90,000 to $99,999",1030
T3R,"$100,000 to $149,999",2670
T3R,"$150,000 to $249,999",1180
T3R,"$250,000 and over",620
T3S,"Under $5,000",30
T3S,"$5,000 to $9,999",20
T3S,"$10,000 to $14,999",20
T3S,"$15,000 to $19,999",20
T3S,"$20,000 to $24,999",10
T3S,"$25,000 to $29,999",10
T3S,"$30,000 to $34,999",10
T3S,"$35,000 to $39,999",20
T3S,"$40,000 to $44,999",0
T3S,"$45,000 to $49,999",10
T3S,"$50,000 to $54,999",10
T3S,"$55,000 to $59,999",10
T3S,"$60,000 to $69,999",10
T3S,"$70,000 to $79,999",20
T3S,"$80,000 to $89,999",10
T3S,"$90,000 to $99,999",10
T3S,"$100,000 to $149,999",20
T3S,"$150,000 to $249,999",10
T3S,"$250,000 and over",10
T3T,"Under $5,000",200
T3T,"$5,000 to $9,999",20
T3T,"$10,000 to $14,999",0
T3T,"$15,000 to $19,999",10
T3T,"$20,000 to $24,999",20
T3T,"$25,000 to $29,999",0
T3T,"$30,000 to $34,999",0
T3T,"$35,000 to $39,999",0
T3T,"$40,000 to $44,999",0
T3T,"$45,000 to $49,999",0
T3T,"$50,000 to $54,999",0
T3T,"$55,000 to $59,999",0
T3T,"$60,000 to $69,999",0
T3T,"$70,000 to $79,999",0
T3T,"$80,000 to $89,999",0
T3T,"$90,000 to $99,999",0
T3T,"$100,000 to $149,999",0
T3T,"$150,000 to $249,999",0
T3T,"$250,000 and over",0
T3Z,"Under $5,000",800
T3Z,"$5,000 to $9,999",460
T3Z,"$10,000 to $14,999",450
T3Z,"$15,000 to $19,999",370
T3Z,"$20,000 to $24,999",400
T3Z,"$25,000 to $29,999",350
T3Z,"$30,000 to $34,999",280
T3Z,"$35,000 to $39,999",290
T3Z,"$40,000 to $44,999",240
T3Z,"$45,000 to $49,999",270
T3Z,"$50,000 to $54,999",210
T3Z,"$55,000 to $59,999",210
T3Z,"$60,000 to $69,999",400
T3Z,"$70,000 to $79,999",420
T3Z,"$80,000 to $89,999",320
T3Z,"$90,000 to $99,999",320
T3Z,"$100,000 to $149,999",1030
T3Z,"$150,000 to $249,999",960
T3Z,"$250,000 and over",1200
T4A,"Under $5,000",1090
T4A,"$5,000 to $9,999",570
T4A,"$10,000 to $14,999",660
T4A,"$15,000 to $19,999",690
T4A,"$20,000 to $24,999",860
T4A,"$25,000 to $29,999",730
T4A,"$30,000 to $34,999",670
T4A,"$35,000 to $39,999",690
T4A,"$40,000 to $44,999",650
T4A,"$45,000 to $49,999",670
T4A,"$50,000 to $54,999",630
T4A,"$55,000 to $59,999",570
T4A,"$60,000 to $69,999",1050
T4A,"$70,000 to $79,999",860
T4A,"$80,000 to $89,999",750
T4A,"$90,000 to $99,999",690
T4A,"$100,000 to $149,999",1560
T4A,"$150,000 to $249,999",630
T4A,"$250,000 and over",210
T4B,"Under $5,000",3120
T4B,"$5,000 to $9,999",1660
T4B,"$10,000 to $14,999",1810
T4B,"$15,000 to $19,999",1790
T4B,"$20,000 to $24,999",2280
T4B,"$25,000 to $29,999",1930
T4B,"$30,000 to $34,999",1820
T4B,"$35,000 to $39,999",1870
T4B,"$40,000 to $44,999",1720
T4B,"$45,000 to $49,999",1730
T4B,"$50,000 to $54,999",1680
T4B,"$55,000 to $59,999",1480
T4B,"$60,000 to $69,999",2720
T4B,"$70,000 to $79,999",2390
T4B,"$80,000 to $89,999",2050
T4B,"$90,000 to $99,999",1790
T4B,"$100,000 to $149,999",4570
T4B,"$150,000 to $249,999",1700
T4B,"$250,000 and over",550
T4C,"Under $5,000",1810
T4C,"$5,000 to $9,999",1130
T4C,"$10,000 to $14,999",1240
T4C,"$15,000 to $19,999",1190
T4C,"$20,000 to $24,999",1540
T4C,"$25,000 to $29,999",1360
T4C,"$30,000 to $34,999",1320
T4C,"$35,000 to $39,999",1160
T4C,"$40,000 to $44,999",1130
T4C,"$45,000 to $49,999",1250
T4C,"$50,000 to $54,999",1070
T4C,"$55,000 to $59,999",970
T4C,"$60,000 to $69,999",1820
T4C,"$70,000 to $79,999",1610
T4C,"$80,000 to $89,999",1370
T4C,"$90,000 to $99,999",1130
T4C,"$100,000 to $149,999",3200
T4C,"$150,000 to $249,999",1650
T4C,"$250,000 and over",710
T4E,"Under $5,000",280
T4E,"$5,000 to $9,999",190
T4E,"$10,000 to $14,999",230
T4E,"$15,000 to $19,999",200
T4E,"$20,000 to $24,999",310
T4E,"$25,000 to $29,999",240
T4E,"$30,000 to $34,999",180
T4E,"$35,000 to $39,999",190
T4E,"$40,000 to $44,999",180
T4E,"$45,000 to $49,999",160
T4E,"$50,000 to $54,999",150
T4E,"$55,000 to $59,999",130
T4E,"$60,000 to $69,999",240
T4E,"$70,000 to $79,999",200
T4E,"$80,000 to $89,999",150
T4E,"$90,000 to $99,999",160
T4E,"$100,000 to $149,999",340
T4E,"$150,000 to $249,999",240
T4E,"$250,000 and over",150
T4G,"Under $5,000",660
T4G,"$5,000 to $9,999",440
T4G,"$10,000 to $14,999",580
T4G,"$15,000 to $19,999",620
T4G,"$20,000 to $24,999",960
T4G,"$25,000 to $29,999",650
T4G,"$30,000 to $34,999",590
T4G,"$35,000 to $39,999",540
T4G,"$40,000 to $44,999",500
T4G,"$45,000 to $49,999",520
T4G,"$50,000 to $54,999",390
T4G,"$55,000 to $59,999",400
T4G,"$60,000 to $69,999",630
T4G,"$70,000 to $79,999",560
T4G,"$80,000 to $89,999",390
T4G,"$90,000 to $99,999",360
T4G,"$100,000 to $149,999",750
T4G,"$150,000 to $249,999",310
T4G,"$250,000 and over",110
T4H,"Under $5,000",650
T4H,"$5,000 to $9,999",430
T4H,"$10,000 to $14,999",540
T4H,"$15,000 to $19,999",560
T4H,"$20,000 to $24,999",920
T4H,"$25,000 to $29,999",700
T4H,"$30,000 to $34,999",610
T4H,"$35,000 to $39,999",550
T4H,"$40,000 to $44,999",460
T4H,"$45,000 to $49,999",520
T4H,"$50,000 to $54,999",410
T4H,"$55,000 to $59,999",390
T4H,"$60,000 to $69,999",660
T4H,"$70,000 to $79,999",510
T4H,"$80,000 to $89,999",390
T4H,"$90,000 to $99,999",340
T4H,"$100,000 to $149,999",750
T4H,"$150,000 to $249,999",360
T4H,"$250,000 and over",110
T4J,"Under $5,000",770
T4J,"$5,000 to $9,999",400
T4J,"$10,000 to $14,999",560
T4J,"$15,000 to $19,999",520
T4J,"$20,000 to $24,999",860
T4J,"$25,000 to $29,999",670
T4J,"$30,000 to $34,999",530
T4J,"$35,000 to $39,999",510
T4J,"$40,000 to $44,999",460
T4J,"$45,000 to $49,999",490
T4J,"$50,000 to $54,999",350
T4J,"$55,000 to $59,999",340
T4J,"$60,000 to $69,999",650
T4J,"$70,000 to $79,999",540
T4J,"$80,000 to $89,999",340
T4J,"$90,000 to $99,999",350
T4J,"$100,000 to $149,999",730
T4J,"$150,000 to $249,999",270
T4J,"$250,000 and over",110
T4L,"Under $5,000",1120
T4L,"$5,000 to $9,999",640
T4L,"$10,000 to $14,999",760
T4L,"$15,000 to $19,999",800
T4L,"$20,000 to $24,999",1150
T4L,"$25,000 to $29,999",890
T4L,"$30,000 to $34,999",800
T4L,"$35,000 to $39,999",720
T4L,"$40,000 to $44,999",650
T4L,"$45,000 to $49,999",670
T4L,"$50,000 to $54,999",560
T4L,"$55,000 to $59,999",550
T4L,"$60,000 to $69,999",920
T4L,"$70,000 to $79,999",780
T4L,"$80,000 to $89,999",620
T4L,"$90,000 to $99,999",540
T4L,"$100,000 to $149,999",1240
T4L,"$150,000 to $249,999",520
T4L,"$250,000 and over",170
T4M,"Under $5,000",450
T4M,"$5,000 to $9,999",180
T4M,"$10,000 to $14,999",220
T4M,"$15,000 to $19,999",200
T4M,"$20,000 to $24,999",220
T4M,"$25,000 to $29,999",190
T4M,"$30,000 to $34,999",190
T4M,"$35,000 to $39,999",190
T4M,"$40,000 to $44,999",200
T4M,"$45,000 to $49,999",210
T4M,"$50,000 to $54,999",190
T4M,"$55,000 to $59,999",180
T4M,"$60,000 to $69,999",330
T4M,"$70,000 to $79,999",280
T4M,"$80,000 to $89,999",250
